id,lat,lng,pano_id,koppen_code,country,land_use,built_fraction_100m,built_fraction_500m,game_selected,environment_visibility,cultural_dominance,irrigated_or_ornamental,headings_reviewed,reviewer,notes
loc_cwb_SCUHw8xe,-17.66786836428975,-65.5894848919774,SCUHw8xeZU5wR0iQFPDg-A,Cwb,Bolivia,rural,0.001333,0.002935,True,,,,,,
daintree_cape_tribulation,-16.08328969311723,145.4469420112807,CAoSFkNJSE0wb2dLRUlDQWdJRHV1cFcxS0E.,Af,Australia,rural,0.009437,0.001113,True,,,,,,
loc_as_xVeQLQIb,20.89438501001691,77.75118679997914,xVeQLQIbIBRC_j7d3uNf3A,As,India,urban,0.489244,0.339478,True,,,,,,
loc_aw_MlkYHgRl,8.527320119405713,-80.5295957758306,MlkYHgRlZqsbVEqN2t6eyw,Aw,Panama,mixed,0.111389,0.040368,True,,,,,,
loc_cwb_AiDpKGR8,-25.80545191840101,29.46506215784124,AiDpKGR8djC8bYJeFEFbVQ,Cwb,South Africa,mixed,0.119933,0.139781,True,,,,,,
loc_dfb_Ubf_e91p,49.44760720123824,19.51157165798439,Ubf_e91pHIlDNIIxF3ljTA,Dfb,Slovakia,urban,0.315129,0.109124,True,,,,,,
loc_cfc_T-X6rfjL,62.20932721218812,-6.704696147826527,T-X6rfjLfyGwahcoSKkAEg,Cfc,Faroe Islands,rural,0.0,0.000309,True,,,,,,
loc_bsk_UDYkIT3t,-46.44379602006058,-67.51135009640336,UDYkIT3tO2SI0-L2E7EfrQ,BSk,Argentina,urban,0.37515,0.26467,False,,,,,,
loc_csb_Ev-e9Y-H,37.46102050200387,22.32871900685696,Ev-e9Y-HNFTKotBIa6vuhg,Csb,Greece,rural,0.0251,0.007902,True,,,,,,
loc_bwh_bWU0o3xQ,25.37879512753631,55.62736713644471,bWU0o3xQVnhFEERwF8VvFw,BWh,United Arab Emirates,rural,0.047057,0.03106,True,,,,,,
loc_cwb_9WVyw--m,-1.435752187054531,36.96657598568624,9WVyw--m8eg1NVKLg0ZvVQ,Cwb,Kenya,mixed,0.192425,0.161153,False,,,,,,
loc_cfa_SjqezETY,-33.68439043692478,151.2259882331225,SjqezETY42QrzegzrRuTxg,Cfa,Australia,urban,0.282422,0.175373,False,,,,,,
loc_csb_u6w71XQV,-33.98206236346984,18.48634732387313,u6w71XQV_FFxJQBS-UbIhQ,Csb,South Africa,urban,0.397211,0.363455,True,,,,,,
loc_am_qKfndnpB,7.843648997293258,-72.47936256293292,qKfndnpBWVjQQeaT8e8smA,Am,Colombia,urban,0.281488,0.164117,False,,,,,,
loc_cfc_3BebwTWm,46.31032677979827,9.19474916580344,3BebwTWm_utJrbfyzIfcFg,Cfc,Switzerland,rural,0.0401,0.035725,True,,,,,,
loc_af_0_d1unhw,6.118364130426893,102.3077836791539,0_d1unhwR2T5zSWVuBUN8w,Af,Malaysia,mixed,0.177367,0.122991,False,,,,,,
loc_bwk_pPvNy-Sz,-16.31114093966796,-71.63924802902193,pPvNy-Sz-_dfa_xjpxMrnA,BWk,Peru,mixed,0.029,0.054925,True,,,,,,
loc_bsh_tRLm5NTs,-17.92127393940751,19.79210058019225,tRLm5NTs5jeK2I7PEcKhpA,BSh,Namibia,urban,0.333033,0.33185,True,,,,,,
loc_et_2ahkJnAC,-54.78773624507441,-68.2724965527962,2ahkJnACsUCAnicSHYURiQ,ET,Argentina,mixed,0.04909,0.093843,False,,,,,,
loc_bsh_C4omo7s2,33.20700043863935,35.60793474173745,C4omo7s2vI_rVs79CnfCuQ,BSh,Israel,mixed,0.071422,0.047013,True,,,,,,
loc_bsk_IulvmXTe,41.08017212686009,24.19026165078771,IulvmXTef_Bi9WdEAu0tPA,BSk,Greece,mixed,0.17335,0.12636,False,,,,,,
loc_bwh_1bVrVULB,23.16597550506301,-109.7032083460149,1bVrVULBmTA84q2LP-T5Zg,BWh,Mexico,mixed,0.19812,0.117466,False,,,,,,
loc_dsb_g_e51k_0,38.2608020317051,36.22482090104599,g_e51k_0bptZkkllwMlTgg,Dsb,Türkiye,urban,0.230988,0.158373,False,,,,,,
loc_bwk_4sP4lZX1,-28.55256658085153,16.43800318641375,4sP4lZX1WXPytAtdylnqhQ,BWk,Namibia,mixed,0.146187,0.167581,True,,,,,,
loc_am_a-_ACwwn,-17.38756455895417,-63.96829892598423,a-_ACwwneNZAyYOXs-otRw,Am,Bolivia,rural,0.006344,0.040242,True,,,,,,
loc_aw_s7v3DDxu,14.49877528439663,107.9269179115466,s7v3DDxutPLUQYWth1MCDw,Aw,Viet Nam,mixed,0.182278,0.170175,True,,,,,,
loc_cfb_qugxwVD4,48.50633382571024,13.46294082006442,qugxwVD4Hefe9fNFg2ds7Q,Cfb,Austria,mixed,0.038067,0.057246,True,,,,,,
loc_csa_b8-cn63w,42.07705494242819,19.10487606854648,b8-cn63wvws6aRvYQb37gw,Csa,Montenegro,mixed,0.07025,0.04792,False,,,,,,
loc_am_YXpd8P5u,-5.153021431829013,119.4134409684218,YXpd8P5u4OtfUupo2dtWZw,Am,Indonesia,urban,0.443638,0.416663,False,,,,,,
loc_am_7-WaSzKn,17.01933061312895,-89.67440276133759,7-WaSzKncL0lQ9qEbdiKKA,Am,Guatemala,mixed,0.1077,0.064809,True,,,,,,
loc_cfb_aZxEnTfz,46.77091830748073,18.62850290580732,aZxEnTfzsLyLnggk5ceIrQ,Cfb,Hungary,mixed,0.1808,0.127632,True,,,,,,
loc_et_z6RZQF3I,66.93956294041872,-53.66408525046491,z6RZQF3IGXewxHfAh1HdPQ,ET,Greenland,mixed,0.16834,0.096261,True,,,,,,
loc_csa_gXbe83D9,-31.63563859144942,116.7195206236445,gXbe83D951Cio7weQakdAA,Csa,Australia,rural,0.0,0.010028,True,,,,,,
loc_bsh_b0oiMEXZ,-19.59045275041538,20.50445920396157,b0oiMEXZ_4F1B6lnyjd8bQ,BSh,Namibia,mixed,0.094838,0.087599,True,,,,,,
loc_cfa_PISRBBq5,-35.66268695791406,-63.77604716406203,PISRBBq5ZEmXj4oMEWfw3Q,Cfa,Argentina,urban,0.235967,0.353541,False,,,,,,
loc_et_tnXyD5Hz,65.28482478497406,-14.428710027209,tnXyD5Hz11HbGO636aJ4vA,ET,Iceland,rural,0.031483,0.02959,True,,,,,,
loc_am_bFHr9FyX,22.33710935255603,91.82798125464177,bFHr9FyXOJrgLfnmDHuENg,Am,Bangladesh,urban,0.4661,0.369719,False,,,,,,
loc_et_b7qjL8xF,-12.78437620766097,-74.98804042474937,b7qjL8xFHpAQB3aQLKSLxA,ET,Peru,urban,0.316422,0.237311,False,,,,,,
loc_dfa_1xybpKeP,48.0291910069715,37.73382653286781,1xybpKePsHjoYBGQypwTxA,Dfa,Ukraine,mixed,0.076237,0.10642,True,,,,,,
jungfraujoch_sphinx_pass,46.54750549446516,7.985309097274214,CAoSF0NJSE0wb2dLRUlDQWdJRDRpc0Q4NkFF,EF,Switzerland,rural,0.0,0.0,True,,,,,,
loc_et_LviFVMEw,-16.48199286814518,-68.15105902309516,LviFVMEwNviqxJ8IN-PSnA,ET,Bolivia,urban,0.263811,0.178173,False,,,,,,
loc_et_UKnvDcYI,46.54309067949676,10.99289760701376,UKnvDcYIcMBzImY2TGG__A,ET,Italy,rural,0.045383,0.019629,True,,,,,,
loc_aw_SVAQJq_s,10.49968053639986,107.1935943227288,SVAQJq_seqpeIKzZdYtEqw,Aw,Viet Nam,urban,0.250511,0.203796,False,,,,,,
loc_bsh_RGuL9T4H,14.82508872098584,-16.66576355117695,RGuL9T4Hr310t4zdyNgvQg,BSh,Senegal,urban,0.256356,0.156243,False,,,,,,
loc_af_Yv1ohqqK,10.29081146733912,123.9656940663641,Yv1ohqqKGXDJ3nF4EWO37g,Af,Philippines,urban,0.331313,0.289974,False,,,,,,
loc_dfb_O7MO2CTz,59.51193745028197,13.20763093106318,O7MO2CTz87PtOGYavzaWqQ,Dfb,Sweden,rural,0.00255,0.00072,True,,,,,,
loc_dfb_pDzBDBX-,57.87112186463324,59.95955499258731,pDzBDBX-Eu8sCNCK_XBvlw,Dfb,Russian Federation,mixed,0.17075,0.111758,True,,,,,,
loc_bwk_Cik3wwXf,-16.42678168029277,-71.4920332697199,Cik3wwXfdt3VdkmA8kixJw,BWk,Peru,urban,0.305367,0.239359,False,,,,,,
loc_bsk_aBfHxR-I,39.56720595759928,-104.907257628092,aBfHxR-IYdUaidWWrZzdpg,BSk,United States,urban,0.245438,0.188465,True,,,,,,
loc_as_ZBadGKgG,4.218833582617135,-74.97908186403694,ZBadGKgG4tsZFaazVgqLEA,As,Colombia,mixed,0.169844,0.114635,False,,,,,,
loc_bwh_NW26vtn6,16.01679668872676,-16.49947672950229,NW26vtn6H9KFOwd7w855hA,BWh,Senegal,mixed,0.1811,0.178112,True,,,,,,
loc_csb_TjDp4lOP,-35.06952810151986,138.532900625528,TjDp4lOPaq7WhIIC7lXtbQ,Csb,Australia,urban,0.405975,0.271915,False,,,,,,
loc_csa_803znDTV,41.62603867852727,25.35916220839845,803znDTVPckrGcVCnMhcYA,Csa,Bulgaria,mixed,0.120529,0.116122,True,,,,,,
loc_cfb_w_0wDhVs,55.69207955044436,-2.86764012687233,w_0wDhVsSG8j3j6G0ejLuQ,Cfb,United Kingdom,mixed,0.122475,0.055091,True,,,,,,
loc_csa_fOLaaSB8,39.58987761227254,15.86172493117275,fOLaaSB83fWPTS09xQ9TJg,Csa,Italy,mixed,0.169575,0.116081,False,,,,,,
loc_dsc_IStsxs6d,61.58628605170729,-149.4472653480394,IStsxs6dLrNSZGvD3quc5A,Dsc,United States,mixed,0.06754,0.061025,True,,,,,,
loc_bwh_oPi-ZMCt,25.16769672672035,51.51456139685921,oPi-ZMCtzhT3Hkis3IzW_w,BWh,Qatar,mixed,0.00875,0.074564,False,,,,,,
snowy_mountains_subalpine,-35.85792974606451,148.4924456532321,f1pvcgKj06PSmSufyj1Hkg,Cfb,Australia,rural,0.0,0.0,True,,,,,,
loc_cwa_g8zuTfKo,-25.80163884161365,28.23294688983981,g8zuTfKo5P9G0fqsgxUUsQ,Cwa,South Africa,urban,0.385337,0.321564,True,,,,,,
loc_bwh_lIlctlbY,-18.47753935873681,-70.29489634684347,lIlctlbYhqwsqZ0cXFKVyg,BWh,Chile,urban,0.43105,0.40728,True,,,,,,
loc_csb_xYwSbrUV,0.05580694915418367,37.64624842608944,xYwSbrUV4Y7ctnDG5c06Lw,Csb,Kenya,urban,0.14205,0.220855,False,,,,,,
loc_cfb_CDLbZAae,49.86616275655143,6.26774327504604,CDLbZAaeThSH5vlrWDmsXA,Cfb,Luxembourg,mixed,0.165678,0.056205,True,,,,,,
loc_bsk_51YbZdH4,42.60436827650167,76.90156956967915,51YbZdH4puyeHy4BEpo4dg,BSk,Kyrgyzstan,mixed,0.16109,0.094753,True,,,,,,
loc_bwh_IdKGHpq-,-14.09534153411311,-75.74275121189106,IdKGHpq-mlqbA3ZlygKx6Q,BWh,Peru,rural,0.041686,0.03234,True,,,,,,
loc_cwc_9EQAqL4_,-28.9081211603782,28.81686389845424,9EQAqL4_-WDGdAqDDFh9NQ,Cwc,Lesotho,rural,0.0,0.0,True,,,,,,
loc_dfc_VNB0M3O9,60.94466960569018,76.59469029552365,VNB0M3O9VsYTVjqdo-MvMg,Dfc,Russian Federation,urban,0.268,0.246915,True,,,,,,
loc_csa_vFgi0JfE,31.66319853269617,34.72797555367431,vFgi0JfEj0oK4nwb3qAH6Q,Csa,Israel,mixed,0.0632,0.034776,True,,,,,,
loc_am_0zm-K63w,10.77540898905125,-85.18655719271763,0zm-K63wAu1rtRdqGxF96g,Am,Costa Rica,mixed,0.062738,0.016851,True,,,,,,
loc_cwc_qszenx9s,-16.58462988034981,-68.13518531170762,qszenx9slSUuOcAliL7dJg,Cwc,Bolivia,mixed,0.095744,0.04714,False,,,,,,
loc_cwb_bfV4CBOF,14.84130030216179,-91.5185050426996,bfV4CBOFR29L_R8a0P2PxQ,Cwb,Guatemala,urban,0.435163,0.413528,False,,,,,,
loc_dfb_lZW99UDj,49.77078385485954,17.37996434310148,lZW99UDjVDOrODqjBAZMwA,Dfb,Czechia,mixed,0.0645,0.034447,True,,,,,,
loc_csa_BFeMYNR_,39.79283695266112,22.06300879455753,BFeMYNR_Kz15SI4vWmaA5A,Csa,Greece,mixed,0.183487,0.054613,False,,,,,,
loc_dsc_rm1iEN8h,61.19844438295794,-149.907294518289,rm1iEN8hVdBF6PvHdv8-qg,Dsc,United States,urban,0.2442,0.196369,False,,,,,,
loc_dfc_ziUGIBdp,46.42099010703834,8.844722628217017,ziUGIBdpUfK-20Rt2FGgiA,Dfc,Switzerland,mixed,0.0534,0.038962,True,,,,,,
loc_dfb_d4_xX8h6,49.92132827467326,36.4156450011183,d4_xX8h6zGeN4wqNTZINKQ,Dfb,Ukraine,mixed,0.196956,0.167172,False,,,,,,
loc_cwc_54QmYYHa,-14.88407449503335,-70.60140365754863,54QmYYHaAvm0AZnPN9XICA,Cwc,Peru,mixed,0.06225,0.12385,True,,,,,,
loc_csb_CIABIhAI,40.17767778146467,19.60282191486226,CIABIhAIWaMniBveJzo_nkpHl0kH,Csb,Albania,rural,0.0,0.00491,True,,,,,,
loc_aw_rxzE4Cdi,-15.61079127493534,-56.00674816198902,rxzE4Cdi2oa4YBOLYlhv2w,Aw,Brazil,urban,0.264511,0.170085,False,,,,,,
loc_bwh_Qjz7hBCF,15.6237895428997,-16.22457654246062,Qjz7hBCFxO23K2mjpMne7A,BWh,Senegal,urban,0.459275,0.440199,True,,,,,,
loc_bwh_PmubMgDi,29.99055603783964,35.07528508647682,PmubMgDiaC6JdyWHE8i4Ug,BWh,Israel,rural,0.0,0.0,True,,,,,,
loc_cfa_P33EIdut,42.43683864025389,27.63248474585334,P33EIdutG-h9Jh2U4b3dqQ,Cfa,Bulgaria,urban,0.221137,0.091562,False,,,,,,
loc_cfa_nBhsq8Fj,45.8346994483944,17.3890323032177,nBhsq8FjuvqOmiIAaf41bQ,Cfa,Croatia,urban,0.314233,0.243682,True,,,,,,
loc_cfa_zdvx77__,35.23380828810721,136.599565587873,zdvx77__B6GR-fPhkqLWJg,Cfa,Japan,rural,0.043,0.047602,True,,,,,,
loc_bsh_muvv0VAd,25.73215316174293,-100.3830960452359,muvv0VAdGj-G5X4UCIJh-A,BSh,Mexico,urban,0.387862,0.389143,False,,,,,,
loc_dwc_DQcpLv5i,52.04746076866616,113.5094909677242,DQcpLv5iBsOCtDgWvG6OqQ,Dwc,Russian Federation,urban,0.341144,0.304007,False,,,,,,
badlands_sage_creek,43.89449713422947,-102.4107803144443,CAoSF0NJSE0wb2dLRUlDQWdJRHFoWW1kOUFF,Dfa,United States,rural,0.0,0.0,True,,,,,,
loc_csa_0sIAaxct,36.85352407984048,10.15265667530303,0sIAaxctlDKH0_2_Bt5j5w,Csa,Tunisia,urban,0.3269,0.350033,True,,,,,,
loc_aw_2ci2T7WJ,-10.19945902579098,-48.32460811985039,2ci2T7WJ4opmQl1gfc26Qw,Aw,Brazil,mixed,0.144467,0.190307,True,,,,,,
loc_csa_sePuM5vZ,34.98041795660165,32.78197286677791,sePuM5vZZRmvbm3J1BLABQ,Csa,Cyprus,rural,0.0,0.0,True,,,,,,
loc_cfc__bpkoIC3,65.74307149046292,-19.63721068560068,_bpkoIC3LX5R-0wKCYDqnA,Cfc,Iceland,urban,0.260613,0.128868,True,,,,,,
passo_garibaldi_tierra_del_fuego,-54.67730982797198,-67.88554676162855,CAoSF0NJSE0wb2dLRUlDQWdJQ2Y5djZUN1FF,ET,Argentina,rural,0.0,0.0,True,,,,,,
loc_af_kwTKUIsu,5.443552291247643,100.511707691163,kwTKUIsuapQjSgcDKUVIGw,Af,Malaysia,rural,0.0378,0.04352,True,,,,,,
loc_cfb_zvBNCmcJ,51.43802049224696,14.254785092056,zvBNCmcJ8TRwvpa1Kl5YFQ,Cfb,Germany,urban,0.170589,0.215565,False,,,,,,
loc_bwh_hdCaloVM,32.64794454582552,-115.4810325600686,hdCaloVMLdAjjURDy4xRMg,BWh,Mexico,urban,0.208367,0.307151,False,,,,,,
loc_cwa_BO2932Qf,20.42097086393805,-103.6632834997048,BO2932Qf2QbsixGD1iPXPQ,Cwa,Mexico,urban,0.3831,0.239494,False,,,,,,
loc_af_oSOnTVwh,8.77181013343979,-83.28448764736656,oSOnTVwht6RT2KYPPe00AQ,Af,Costa Rica,rural,0.0,0.0,True,,,,,,
loc_bsk_Gy8a0Y5p,43.5193331325039,68.50049228917172,Gy8a0Y5plWQ5XABzyHSzlA,BSk,Kazakhstan,urban,0.228738,0.31586,False,,,,,,
loc_bsk_XDypqdTx,38.94632053411678,-3.238693170779333,XDypqdTxDhCmIhtVFtpMNg,BSk,Spain,urban,0.385713,0.33499,False,,,,,,
loc_bsh_4oo2HDsi,-23.92493342816066,29.44833667781512,4oo2HDsisO1Jt6M8yqAmXw,BSh,South Africa,urban,0.348367,0.289082,False,,,,,,
loc_cfa_k6Ow8UCO,45.85462331221896,15.79562201005983,k6Ow8UCObHwucHO3l2egQA,Cfa,Croatia,mixed,0.100733,0.095879,True,,,,,,
loc_bsh_awN6KHLt,-14.68064419280657,-41.67660839075467,awN6KHLtnjGdfD7ud60VDw,BSh,Brazil,mixed,0.004471,0.109852,True,,,,,,
loc_bwh_apMKHPse,16.06894548844311,-16.45285513021296,apMKHPsebkLMH_nuAoBBWA,BWh,Senegal,rural,0.002644,0.046611,True,,,,,,
senegal_n2_sahel,16.49469838195705,-14.93284448006497,c_FryXVUR6a4Xf4o79yYHA,BSh,Senegal,rural,0.004133,0.016885,True,,,,,,
loc_af_CBsC-ART,4.42567006706158,-76.15413908933031,CBsC-ARTFtXD4Ekz1PhZIg,Af,Colombia,mixed,0.0605,0.053865,False,,,,,,
loc_bsh_DnYIT77u,20.2976643901275,-101.6012703575953,DnYIT77upr_2R31ihvstag,BSh,Mexico,mixed,0.146212,0.134275,False,,,,,,
loc_bsk_gUeuhNUk,-29.15856016661122,26.24505571171213,gUeuhNUkmlybnFKVzgQiNg,BSk,South Africa,urban,0.435922,0.377223,False,,,,,,
loc_cfc_txjwU2Z3,46.58586164511724,7.635913651382808,txjwU2Z3K9jQtQUBUWaS9A,Cfc,Switzerland,mixed,0.114525,0.051219,True,,,,,,
loc_dfb_p7eQSl3r,42.72014621564363,-110.9267055598525,p7eQSl3rRZnuBj1mFxnhaQ,Dfb,United States,urban,0.240012,0.143538,False,,,,,,
kenya_rift_valley_rural,-0.9863119031179555,36.58215717991111,NJ0dkj3-htDcFmFgF9zSvw,Aw,Kenya,mixed,0.157056,0.187827,True,,,,,,
loc_am_VBW8k6Ln,8.905194815692358,-79.78930211428586,VBW8k6LnP5YL3gMs3lpdzA,Am,Panama,mixed,0.073675,0.173868,True,,,,,,
loc_bwk__SyuIaaF,-33.28627172283323,-68.04248992773837,_SyuIaaFSn80zgcLfVBnjQ,BWk,Argentina,rural,0.0,0.010522,True,,,,,,
loc_am_8FuIihMb,-1.069889837006588,34.46769212969139,8FuIihMbi40nfffi27_fTg,Am,Kenya,urban,0.283725,0.23925,True,,,,,,
loc_dfb_ffmjlOBv,61.56133406489452,-149.2691488502615,ffmjlOBv59SOsKi0T2Sgfg,Dfb,United States,rural,0.01397,0.027352,True,,,,,,
loc_dfc_XXyDpNyi,42.53761135651727,1.719559671585042,XXyDpNyi4lg5hPogt7et6Q,Dfc,Andorra,rural,0.016725,0.007376,True,,,,,,
loc_bwk_lOHQLeu7,-16.46873429887749,-71.51389812019652,lOHQLeu7YWaT20GKD1dgjw,BWk,Peru,rural,0.02657,0.035436,True,,,,,,
loc_bwk_bS_bF1dd,-20.13462644233837,-66.28311166974031,bS_bF1ddFtMdVw-I8aEsjA,BWk,Bolivia,rural,0.0,0.0,True,,,,,,
loc_cwa_cTmavVtA,23.44603218029104,120.4907484676635,cTmavVtA96DPZlAc0Z3btg,Cwa,Taiwan,urban,0.264387,0.148927,True,,,,,,
loc_cfb_qCa2TZbZ,43.12900926085802,-2.129625647676382,qCa2TZbZ1nFvHRTXn6jCEQ,Cfb,Spain,rural,0.045044,0.015795,True,,,,,,
loc_bsk_EPd19Rn5,41.88129193340757,16.17614448566526,EPd19Rn5rH2-BFDba9GKag,BSk,Italy,urban,0.333562,0.238848,True,,,,,,
loc_dfb_u99pwa_D,47.14129648859152,24.50924176283553,u99pwa_DihCSeZh0fucw5w,Dfb,Romania,urban,0.3711,0.317556,False,,,,,,
loc_af_YhFVk3Xx,19.44093890537764,-70.71575153677158,YhFVk3XxAdOyDUx1VuZkBg,Af,Dominican Republic,urban,0.256833,0.218712,True,,,,,,
loc_cfb_3PH-dttq,46.38125292847582,6.85426602955514,3PH-dttqoqDwhuDU-G_9DQ,Cfb,Switzerland,urban,0.213838,0.126165,False,,,,,,
loc_csa_Y7XjpDj0,-33.85696852833053,18.71716602383306,Y7XjpDj0gN1iVFOLInN3Kg,Csa,South Africa,urban,0.300956,0.336637,True,,,,,,
loc_cfa_mhlbk-7U,45.38092031772126,12.07252731005136,mhlbk-7UXNfonjr59Wq6KA,Cfa,Italy,urban,0.297825,0.153626,True,,,,,,
loc_dfb_ULeSfZGj,63.81878847258992,20.2895972846284,ULeSfZGjJ4V-tcsnFJgcLw,Dfb,Sweden,urban,0.269783,0.163338,True,,,,,,
loc_csa_wHweuM0q,42.92066236164071,17.6214286356574,wHweuM0q1-RVTOhI-YFqsQ,Csa,Bosnia and Herzegovina,mixed,0.1941,0.14842,True,,,,,,
loc_am_ukYOAGwR,12.24236007983394,102.5150156690666,ukYOAGwRB60Ua1BiIN-Jmg,Am,Thailand,urban,0.399775,0.333639,False,,,,,,
loc_csb__e08oiQc,42.51591789601279,-8.811383035569746,_e08oiQctCLPLaSjJuJVmA,Csb,Spain,urban,0.306,0.209546,True,,,,,,
loc_cwa_I3rLGTrS,20.92108953183567,106.0510397117462,I3rLGTrS8bBKK2zG4QvHvA,Cwa,Viet Nam,mixed,0.188222,0.183239,False,,,,,,
loc_cfa_kOfyNNdO,34.77097112748672,126.3588340244924,kOfyNNdOVJtpgVl9xd1bqg,Cfa,Korea,rural,0.0121,0.011293,True,,,,,,
loc_cfb_JKz_cDeV,47.01326970127814,15.44863446539448,JKz_cDeVqWqbuVN0XjyacQ,Cfb,Austria,urban,0.244871,0.124833,True,,,,,,
loc_as_pZzVFBxH,12.69033140422561,-14.93873504405033,pZzVFBxHhvyRgmOJtHSTJg,As,Senegal,mixed,0.1002,0.020506,True,,,,,,
loc_cfa_5gpylGuv,-32.97574926159916,-58.05243868588885,5gpylGuvV6sqI-_vbk1rtQ,Cfa,Uruguay,mixed,0.124778,0.096136,True,,,,,,
loc_cwb_H0oyBPyu,11.93822311236766,108.446595973356,H0oyBPyualEA0cwQY10uNA,Cwb,Viet Nam,mixed,0.19627,0.144146,True,,,,,,
loc_csb_ZQGxsyC-,-35.53139552470959,138.6880027400015,ZQGxsyC-gyGieYY66tFN2w,Csb,Australia,mixed,0.18575,0.098657,False,,,,,,
loc_cfa_fGrpk2bW,41.16784941149437,22.80266780762376,fGrpk2bWUv_CUpNn5DjQhA,Cfa,Greece,urban,0.219062,0.132632,True,,,,,,
loc_bsk_G9mAaRrs,-17.4293294378312,-68.2797083377916,G9mAaRrsFu-HNG5HnG9ZFQ,BSk,Bolivia,rural,0.0,0.000197,True,,,,,,
